concreteness	aoa	frequency	word
		1.3424	electrifying
2.36	12.5	1.2553	electro
4.16	13.29	0.6990000000000001	electrocardiogram
4.07			electrocardiograph
3.17			electrocardiographic
3.92			electrocardiography
2.76	13.0	0.6021	electrochemical
2.75			electrochemically
3.83	12.43	0.301	electrochemist
3.22	14.53	0.301	electrochemistry
2.81	12.15	0.6990000000000001	electroconvulsive
3.82	8.94	1.4771	electrocute
		1.8261	electrocuted
		1.0	electrocuting
3.81	9.24	1.7076	electrocution
		0.301	electrocutions
3.48	13.11	1.2041	electrode
		1.4314	electrodes
2.32			electrodynamics
4.64			electrodynamometer
4.28			electroencephalogram
3.95	15.85	0.301	electroencephalograph
2.18			electroencephalography
2.18			electroform
1.93			electroforming
3.84			electrograph
2.48			electrographic
		0.301	electrokinetic
		0.301	electrologist
3.2		0.301	electroluminescence
3.04			electroluminescent
3.67	14.94	0.9542	electrolysis
3.37	13.63	1.0792	electrolyte
		1.4914	electrolytes
2.62			electrolytic
2.55			electrolyze
4.22	12.94	0.7782	electromagnet
2.9	13.4	1.9868	electromagnetic
2.93		0.301	electromagnetically
		0.301	electromagnetics
3.0	13.89	0.6021	electromagnetism
		0.6021	electromagnets
2.83			electromechanical
3.0			electrometallurgical
4.25			electrometallurgist
2.58			electrometallurgy
3.96	15.12	0.8451	electrometer
2.7			electrometric
2.44			electrometrically
2.44			electromotive
4.23			electromotor
		0.301	electromyogram
	16.38	0.301	electromyography
2.96	12.4	1.5798	electron
2.08			electronegative
3.3	7.3	2.5453	electronic
4.7			electronic device
		0.4771	electronica
2.44		1.5798	electronically
4.37	9.21	2.1461	electronics
		1.8921	electrons
4.44			electrophone
2.25	17.38	0.6021	electrophoresis
3.23			electrophorus
1.86			electrophysiological
2.92			electrophysiology
4.04	12.75	0.301	electroplate
4.05			electroplater
3.16		0.7782	electroplating
2.69			electropositive
		0.301	electros
4.61			electroscope
2.88			electroscopic
3.89	12.16	1.301	electroshock
3.36	12.78	1.0414	electrostatic
		0.301	electrostatically
2.85	14.54	0.301	electrostatics
2.45			electrostriction
3.29			electrosurgical
2.38			electrotherapeutic
3.24			electrotherapeutics
3.96			electrotherapist
3.6	15.2	0.301	electrotherapy
3.0			electrotype
3.33			electrotyper
2.52			electrotyping
2.84			electrovalence
2.78			electrum
		1.0414	elects
2.57			electuary
1.5			eleemosynary
2.18	9.61	1.8195	elegance
1.92			elegancy
2.31	9.72	2.5065	elegant
		0.6021	elegante
2.15		1.1461	elegantly
1.6			elegiac
2.19			elegist
2.0			elegize
3.33	12.62	0.6021	elegy
		1.8195	elektra
3.63	10.5	2.5302	element
2.08	12.12	1.5441	elemental
1.71		0.301	elementally
		0.6990000000000001	elementals
1.71			elementarily
1.56			elementariness
2.24	6.11	2.3856	elementary
		2.5478	elements
1.67			elemi
5.0	4.8	2.7642	elephant
3.81			elephantiasis
3.0	14.27	0.6990000000000001	elephantine
		2.3502	elephants
		0.6021	elev
3.37	9.11	1.6435	elevate
3.11		2.1072	elevated
		1.0	elevates
2.86		0.6021	elevating
3.79	9.95	1.6812	elevation
		0.9031	elevations
		0.301	elevato
4.79	5.47	3.0955	elevator
4.76			elevator shaft
		2.2175	elevators
3.93	5.78	2.8215	eleven
		0.7782	elevens
		0.6021	elevenses
3.75		1.5441	eleventh
		0.301	elevenths
4.3	4.32	2.2878	elf
2.89	12.57	0.9542	elfin
2.11			elfish
1.76			elfishly
1.62			elfishness
3.12			elflike
3.0			elflock
		2.6395	eli
1.73	14.26	1.415	elicit
2.27			elicitation
		0.4771	elicited
		0.9031	eliciting
2.5			elicitor
		0.301	elicits
2.38			elide
1.88	11.39	1.1461	eligibility
2.46	10.84	2.2304	eligible
1.77			eligibly
		1.9868	elijah
1.95			eliminable
2.77	10.21	2.4857	eliminate
		2.2227	eliminated
		1.5798	eliminates
		1.6721	eliminating
2.0	11.44	1.8261	elimination
		0.6990000000000001	eliminations
1.77			eliminative
2.79	11.17	0.6021	eliminator
		0.301	eliminators
1.96			eliminatory
		1.3424	elisha
2.08			elision
2.19	12.39	2.1818	elite
		0.6021	elites
1.75	13.87	0.4771	elitism
2.42	13.86	1.3802	elitist
4.07	11.53	1.6721	elixir
		0.7782	elixirs
		3.0648	elizabeth
		1.2553	elizabethan
4.93	7.05	2.4871	elk
		0.6021	elkhorn
4.08			elkhound
		1.2788	elks
		0.301	elkwood
3.2	12.5	1.9731	ell
		2.2201	elle
		3.0899	ellen
		0.8451	elling
4.0			ellipse
4.08			ellipses
3.44	14.41	1.0	ellipsis
3.0			ellipsoid
3.05			ellipsoidal
2.89		0.301	elliptic
3.5	11.81	1.1139	elliptical
2.79			elliptically
3.65			elliptoid
4.69	9.06	1.8692	elm
		2.1303	elmer
		0.6990000000000001	elms
		1.0	elmwood
2.57	13.85	1.1761	elocution
1.71	16.17	0.301	elocutionary
3.23			elocutionist
1.67			elodea
2.4			eloign
3.42	11.79	0.301	elongate
3.45	10.67	1.2304	elongated
		0.301	elongates
		0.301	elongating
2.68	12.32	0.4771	elongation
2.81	11.37	1.8325	elope
		1.5682	eloped
2.48	13.47	1.1139	elopement
		0.301	elopements
2.57			eloper
		0.4771	elopes
		1.6232	eloping
1.88	11.71	1.4472	eloquence
1.93	11.74	1.699	eloquent
1.7		1.3424	eloquently
		0.6990000000000001	els
1.63	6.53	4.36	else
		0.9031	elses
1.89		2.4997	elsewhere
		0.8451	elsewheres
		0.301	elsewise
		1.0414	elt
1.67	15.57	0.8451	elucidate
1.86	16.15	0.4771	elucidation
1.75			elucidative
1.92			elucidator
1.79			elucidatory
2.65	12.21	1.3424	elude
		1.5185	eluded
2.4			eluder
		1.0414	eludes
		1.1461	eluding
2.05	12.06	0.301	elusion
1.9	12.76	1.8633	elusive
1.96			elusively
1.71			elusiveness
1.58			elusory
2.25			elute
1.86			elution
1.89			elutriate
1.88	15.33	0.301	elutriation
3.4			elutriator
3.81		2.2529	elves
		2.7308	elvis
		1.1761	elvish
		0.301	elysia
1.64	15.86	1.301	elysian
		0.6990000000000001	elysium
1.88			elytrum
		0.301	elzevir
		4.1089	em
2.52			emaciate
		0.6990000000000001	emaciated
3.09			emaciation
4.69	11.52	2.0294	email
		1.1139	emailed
		0.4771	emailing
		1.6021	emails
2.52	12.19	1.1139	emanate
		0.9542	emanated
		0.8451	emanates
		1.3424	emanating
1.82	16.0	0.7782	emanation
		1.1139	emanations
1.77			emanative
1.91			emanatory
2.29	12.21	0.9542	emancipate
		1.4472	emancipated
2.37	12.15	1.3979	emancipation
2.85	13.06	0.301	emancipationist
1.36			emancipative
2.86	13.67	0.4771	emancipator
		0.301	emancipators
2.1			emancipist
2.37	14.5	0.9542	emasculate
1.96	16.44	1.0	emasculated
		0.301	emasculates
		1.2553	emasculating
1.96	14.6	0.301	emasculation
2.22			emasculator
2.14			emasculatory
3.71	12.76	0.6990000000000001	embalm
		1.3617	embalmed
3.93	13.61	1.2788	embalmer
		0.4771	embalmers
		1.6128	embalming
3.89			embalmment
2.53			embank
4.07	11.53	1.3979	embankment
		0.301	embankments
	16.11	0.9542	embarcadero
3.0	12.95	1.3979	embargo
		0.6021	embargoes
		0.301	embargoing
		0.301	embargos
2.48	11.05	1.8129	embark
2.0	14.62	1.0414	embarkation
		1.3979	embarked
		1.2553	embarking
		0.4771	embarks
		0.4771	embarras
		0.301	embarrased
2.14	6.11	2.6542	embarrass
2.0	7.83	3.0389999999999997	embarrassed
1.85			embarrassedly
		1.3617	embarrasses
2.11	8.6	3.0667	embarrassing
2.08		0.9542	embarrassingly
2.43	6.28	2.3945	embarrassment
		0.6021	embarrassments
		0.4771	embassage
		1.2304	embassies
3.96	12.0	2.5999	embassy
2.21			embattle
1.96		0.301	embattled
2.9			embattlement
2.14			embay
2.0			embayment
2.88	12.53	0.6990000000000001	embed
		1.9494	embedded
		0.8451	embedding
2.89			embedment
2.48	11.76	1.2041	embellish
		1.0792	embellished
2.88			embellisher
		0.9031	embellishing
2.86	13.22	0.4771	embellishment
		0.6021	embellishments
4.36	10.5	1.0792	ember
		1.1761	embers
2.69	12.21	0.9542	embezzle
		1.2304	embezzled
2.67	14.74	1.6902	embezzlement
3.28	13.24	1.3424	embezzler
		0.4771	embezzlers
		0.301	embezzles
		1.3802	embezzling
1.62	16.21	0.4771	embitter
		1.0792	embittered
1.64			embitterment
2.76			emblaze
3.32			emblazon
		0.7782	emblazoned
3.47			emblazoner
2.0			emblazonment
2.06			emblazonry
4.3	10.32	1.5315	emblem
2.12	12.71	0.6990000000000001	emblematic
2.0			emblematical
2.0			emblematically
2.82			emblematist
1.9			emblematize
1.78			emblemize
		1.0792	embodied
		1.1461	embodies
2.14	13.45	1.4771	embodiment
		0.301	embodiments
1.75	10.83	1.2304	embody
		0.301	embodying
2.42	14.27	0.301	embolden
		0.8451	emboldened
2.18			emboldener
		0.6990000000000001	embolectomy
3.29			emboli
2.0	14.56	0.4771	embolic
2.89	14.07	1.5315	embolism
1.76			embolismic
		0.4771	embolization
		0.6990000000000001	embolize
3.62	17.0	0.7782	embolus
2.83			embonpoint
1.71			embosom
3.55	11.33	0.301	emboss
		1.0414	embossed
3.73			embosser
3.55			embossing
3.41			embossment
2.38	13.0	0.7782	embouchure
2.82			embowel
1.4			embower
3.38	7.05	2.5877	embrace
2.48	12.12	0.4771	embraceable
		1.8325	embraced
2.77			embracement
2.0			embraceor
3.04			embracer
		1.5051	embraces
3.45		1.6232	embracing
2.05			embracive
2.0			embranchment
1.5	15.44	0.4771	embrangle
1.5			embranglement
1.87	13.67	0.6021	embrasure
		0.4771	embrasures
1.64			embrocate
		0.301	embrocation
4.22	11.0	1.1139	embroider
		1.4472	embroidered
4.0			embroiderer
		0.301	embroidering
		0.8451	embroiders
4.63	10.17	1.415	embroidery
2.04	13.19	0.301	embroil
		0.8451	embroiled
2.65			embroiler
2.18			embroilment
2.06			embrown
4.61	11.68	1.6021	embryo
2.22			embryogenesis
3.0			embryologic
2.64			embryological
3.88	17.18	0.301	embryologist
2.23	16.44	0.301	embryology
2.45			embryonal
2.83	12.44	0.8451	embryonic
		1.4624	embryos
		0.301	embryotic
		0.301	embush
4.46	12.94	1.4314	emcee
		0.7782	emceeing
		0.301	emcees
1.71	14.92	0.4771	emend
1.17			emendable
1.73			emendate
1.54			emendation
2.17			emendator
1.58			emendatory
		0.4771	emer
4.93	8.26	2.1206	emerald
		1.5798	emeralds
2.27	9.76	1.9494	emerge
		1.8808	emerged
2.56	10.47	1.0414	emergence
		2.0294	emergencies
2.41	5.94	3.4436	emergency
4.86			emergency exit
4.84			emergency room
2.07	13.47	1.2041	emergent
1.71			emergently
		1.5682	emerges
		1.7993	emerging
		1.0414	emeril
2.0	16.22	0.9542	emeritus
2.83	12.68	0.301	emersion
		2.0569	emerson
3.95	10.86	1.9912	emery
3.55	17.6	0.7782	emesis
2.75	15.75	0.4771	emetic
2.7			emetine
		0.301	emf
3.72			emigrant
2.35	11.79	1.1761	emigrate
		1.2041	emigrated
		1.0414	emigrating
2.7	11.42	1.1461	emigration
2.07	13.36	0.301	emigrational
		0.301	emigres
		3.2765	emily
1.95	14.59	1.9868	eminence
		0.4771	eminences
1.55	11.93	0.4771	eminency
2.03	12.53	1.9294	eminent
1.86		1.1139	eminently
3.83	15.75	1.5185	emir
2.63			emirate
		0.301	emirates
		1.0792	emissaries
3.09	12.64	1.716	emissary
3.33	13.26	1.415	emission
		1.5051	emissions
1.76			emissive
1.84			emissivity
3.22	10.33	1.3222	emit
		1.2788	emits
		0.301	emittance
		1.0	emitted
3.25	13.62	0.9031	emitter
		0.6990000000000001	emitters
		1.1461	emitting
		2.9042	emma
1.67			emmer
		0.7782	emmers
		1.5315	emmet
		2.2742	emmy
2.32			emolliate
3.11			emollient
2.47	18.11	0.301	emolument
		2.0086	emory
2.59	13.35	0.6021	emote
		0.301	emotes
3.71			emoticon
		0.4771	emoting
2.44	6.37	2.6274	emotion
2.0	9.45	3.0342	emotional
1.92	14.88	0.6990000000000001	emotionalism
1.62			emotionalist
1.96	11.26	0.301	emotionality
1.54			emotionalize
		0.301	emotionalizing
1.72		2.5502	emotionally
1.87	11.68	0.6021	emotionless
		2.7474	emotions
1.92	12.71	0.6021	emotive
1.41			emotively
1.62			emotiveness
		0.301	emove
		1.6628	emp
4.78	11.36	0.301	empanada
2.75			empanel
		0.301	empanelled
2.25			empanelment
1.93	13.32	1.0792	empathetic
1.7	14.11	1.0792	empathic
1.86			empathically
		0.4771	empathise
2.23	12.84	1.5185	empathize
		0.301	empathized
		0.4771	empathizing
1.63	14.32	1.7709	empathy
	16.0	0.4771	empennage
		0.301	emperess
4.35	7.44	2.8395	emperor
		1.4314	emperors
2.96			emperorship
1.8	15.0	0.301	empery
1.96			emphases
2.12	10.72	1.8195	emphasis
		0.6990000000000001	emphasise
		0.4771	emphasised
		0.301	emphasises
		0.6990000000000001	emphasising
2.0	11.26	1.7559	emphasize
		1.0792	emphasized
		0.9031	emphasizes
		0.6990000000000001	emphasizing
1.93	12.38	1.2041	emphatic
1.74		1.2788	emphatically
3.65	13.55	1.4624	emphysema
1.86			emphysematous
3.0	8.44	2.8109	empire
		1.5315	empires
2.13	15.91	0.4771	empiric
1.96	14.29	1.3802	empirical
1.67		0.9542	empirically
1.52	14.06	0.301	empiricism
2.05	16.0	0.6021	empiricist
1.92		0.301	empirics
2.24			emplace
2.21	14.06	0.301	emplacement
		1.1139	emplacements
2.33			emplane
		0.301	empleomania
2.41	11.41	2.2355	employ
1.85			employability
2.38	11.53	0.4771	employable
2.8		2.3222	employed
4.1	7.84	2.7716	employee
		2.786	employees
3.81	10.15	2.4393	employer
		1.716	employers
		1.1761	employing
3.3	9.5	2.4362	employment
		0.301	employments
		1.4314	employs
2.05			empoison
3.06			emporia
3.86	13.78	1.6532	emporium
		0.4771	emporiums
2.0	12.1	1.2304	empower
		1.5798	empowered
		1.3617	empowering
2.36	14.32	0.7782	empowerment
		0.6990000000000001	empowers
3.39	9.61	2.1703	empress
		0.4771	empresses
		0.301	emprint
1.75			emprise
		0.301	empt
		1.9823	emptied
3.04		0.9031	emptier
		1.5441	empties
		0.4771	emptiest
1.81		0.301	emptily
2.32	9.44	1.9685	emptiness
1.62	9.5	0.301	emption
1.79		0.7782	emptor
3.43	4.79	3.3819999999999997	empty
		1.5563	emptying
2.3			empurple
2.0			empyreal
1.38	15.22	0.4771	empyrean
		1.5563	ems
4.79	9.0	1.3617	emu
2.37	12.05	1.4624	emulate
		0.301	emulated
		0.6990000000000001	emulating
2.12	13.83	0.301	emulation
2.0			emulative
3.08			emulator
1.33			emulous
1.3			emulously
1.5			emulousness
2.52	13.29	0.301	emulsification
		0.4771	emulsified
3.54	14.13		emulsifier
2.72	13.75	0.4771	emulsify
3.43	15.47	0.9542	emulsion
		0.6990000000000001	emus
1.67		2.6866	en
2.5			en route
2.03	10.42	1.8808	enable
		1.5441	enabled
1.88	13.32	0.301	enablement
2.54	14.26	0.8451	enabler
		0.301	enablers
		1.5441	enables
		1.3424	enabling
2.22	11.5	1.0	enact
		1.5185	enacted
		0.4771	enacting
1.72			enactive
2.45	10.82	0.301	enactment
		0.301	enactments
2.25			enactor
4.21	12.9	1.4771	enamel
		0.4771	enameled
3.38			enameling
		0.301	enamelled
2.82			enamellist
4.32	12.44	0.301	enamelware
2.04			enamor
1.62		1.2553	enamored
		0.301	enamour
		0.6021	enamoured
2.15			enantiomorphism
1.82			enantiosis
2.75			enantiotropy
		0.4771	enc
2.4			encaenia
2.42			encage
3.04	13.31	0.301	encamp
		0.8451	encamped
3.82	12.76	1.2304	encampment
2.8	13.88	0.6021	encapsulate
		0.6021	encapsulated
		0.4771	encapsulates
2.41			encapsulation
1.94			encarnalize
2.59	10.37	0.4771	encase
		1.4314	encased
3.33	12.71	0.4771	encasement
		0.301	encases
2.83			encashment
		0.6021	encasing
1.57			encaustic
2.92			encephala
2.67			encephalic
2.92			encephalin
2.62	18.0	0.301	encephalitic
3.13	16.85	1.0792	encephalitis
4.11	15.82	0.6021	encephalogram
3.57			encephalograph
	18.55	0.301	encephalographic
2.94	18.4	0.301	encephalography
2.21			encephalomyelitis
2.7	11.04		encephalon
		0.4771	encephalopathic
2.56	14.86	0.8451	encephalopathy
2.73			enchain
2.31			enchainment
1.75	7.94	1.301	enchant
2.07	6.95	2.1523	enchanted
2.69	11.88	0.301	enchanter
2.07	9.21	2.0212	enchanting
2.08		0.4771	enchantingly
1.63	10.16	1.4771	enchantment
		0.301	enchantments
2.84	12.3	1.4771	enchantress
		0.6990000000000001	enchants
1.7			enchase
4.67	11.28	1.5441	enchilada
		1.2553	enchiladas
2.55			enchiridion
2.09			enchorial
2.21			encincture
2.12			encipher
2.84	9.78	0.9031	encircle
		1.0	encircled
3.33	12.69	0.6021	encirclement
		0.6021	encircles
		0.9031	encircling
2.88	14.29	0.6021	enclave
		0.301	enclaves
1.5			enclitic
1.75			enclitically
2.96	8.85	1.2553	enclose
		1.8808	enclosed
		0.6021	encloses
		1.1139	enclosing
4.04	9.72	1.3222	enclosure
		0.6021	enclosures
2.54	13.21	0.7782	encode
		1.6435	encoded
3.81	13.0	1.0792	encoder
		0.9031	encoding
2.0			encolpion
2.5			encomia
3.14			encomiast
1.22			encomiastic
1.64			encomium
2.23	11.89	1.0414	encompass
		0.8451	encompassed
		0.9031	encompasses
		0.4771	encompassing
2.32			encompassment
2.81	10.84	2.1038	encore
		0.9031	encores
		0.301	encoring
2.93	8.63	2.4548	encounter
		2.1875	encountered
		1.1761	encountering
		1.9294	encounters
2.61	8.5	2.49	encourage
		2.2279	encouraged
1.96	7.7	2.0531	encouragement
2.7	9.94	0.301	encourager
		1.5185	encourages
2.0	7.89	2.2201	encouraging
1.86			encouragingly
1.86	13.6	0.6021	encroach
2.78			encroacher
		0.4771	encroaches
		1.2041	encroaching
2.32	13.06	0.4771	encroachment
		0.301	encroachments
3.22	13.94	0.301	encrust
2.79	11.67	0.301	encrustation
		1.0	encrusted
2.72	13.16	1.0792	encrypt
		1.9395	encrypted
		0.4771	encrypting
3.29	14.0	1.9243	encryption
		0.6990000000000001	encryptions
1.85			encumber
		0.8451	encumbered
2.17	14.93	0.301	encumbrance
		0.4771	encumbrances
2.0			encyclical
		0.9542	encyclopaedia
		0.301	encyclopaedic
4.79	7.17	1.9138	encyclopedia
		1.301	encyclopedias
3.04	9.47	0.8451	encyclopedic
2.74			encyclopedically
3.14	4.28	4.1323	end
2.31			end game
3.18			end product
2.8			endameba
1.96	9.37	1.9345	endanger
		2.1106	endangered
		1.8195	endangering
1.89	10.44	1.5051	endangerment
		1.0792	endangers
		0.301	endarterectomy
3.57			endarteritis
2.61			endbrain
		0.301	ende
1.69	11.94	0.8451	endear
1.78		0.6021	endeared
1.9	13.89	1.6532	endearing
1.8			endearingly
1.54	12.16	1.1761	endearment
		0.6021	endears
2.21	13.41	1.8865	endeavor
		0.8451	endeavored
		0.7782	endeavoring
		1.5051	endeavors
		1.4914	endeavour
		0.301	endeavoured
		0.4771	endeavouring
		0.9031	endeavours
2.08		3.1796	ended
2.43	15.5	0.9031	endemic
1.8			endemically
1.45			endemism
2.19			ender
		0.4771	enders
3.0	10.11	1.4624	endgame
2.31	5.25	2.9101	ending
		2.0294	endings
4.09	15.25	0.9031	endive
		0.301	endives
1.82	8.89	2.5302	endless
1.46		1.8573	endlessly
1.46	10.79	0.301	endlessness
2.85			endmost
3.66			endnote
		0.301	endnotes
2.95			endoblast
2.5			endocarditic
		0.6021	endocarditis
3.11			endocarp
1.9	16.54	0.301	endocentric
2.96			endocrinal
3.07	14.44	0.9031	endocrine
		0.301	endocrinic
3.86	16.62	0.4771	endocrinologist
		0.301	endocrinologists
2.76	15.88	0.6990000000000001	endocrinology
		0.301	endocytotic
4.0			endoderm
3.06			endodermic
4.11			endodermis
3.09			endodontic
		0.301	endodontist
2.0			endogamous
1.62			endogamy
3.3			endogen
1.75	13.67	0.6021	endogenous
1.78			endogenously
		0.301	endolymphatic
2.68	16.64	0.301	endometrial
		0.301	endometrium
3.29	15.18	0.301	endomorph
2.0			endomorphic
1.96			endomorphism
		0.301	endopelvic
2.0			endoperidium
3.86			endoplasm
3.12	14.73	0.6021	endoplasmic
3.0			endopleura
3.62	15.65	0.7782	endorphin
1.75			endorsable
2.41	12.06	1.9494	endorse
1.93		1.4314	endorsed
3.27			endorsee
2.53	12.22	1.8573	endorsement
		1.4472	endorsements
3.25			endorser
		0.8451	endorses
		1.2553	endorsing
4.09	16.06	0.6990000000000001	endoscope
3.14	14.31	0.6990000000000001	endoscopic
		0.301	endoscopically
4.15	15.69	1.1461	endoscopy
		0.301	endoskeletal
3.92	11.72	0.4771	endoskeleton
2.31			endosmosis
3.61	13.88		endosperm
2.89			endospermic
3.0			endothelia
1.8			endothelial
2.79			endothelium
2.43	15.69	0.4771	endothermic
		0.6990000000000001	endotracheal
2.68	13.17	1.0792	endow
		1.5185	endowed
1.8			endower
		0.4771	endowing
2.89	13.61	1.4624	endowment
		0.8451	endowments
		0.4771	endows
3.78			endpaper
	11.73	0.301	endplate
3.26	10.68	0.301	endpoint
		3.1942	ends
1.94			endue
1.52	11.06	0.4771	endurable
1.65			endurableness
1.45			endurably
2.0	10.53	1.8388	endurance
2.0	10.7	2.3541	endure
		1.8751	endured
		1.415	endures
2.14	11.21	1.6902	enduring
1.54			enduringly
1.88			enduringness
		0.301	enduro
1.91			endways
2.47			endwise
		0.6990000000000001	endymion
4.44	13.56	1.8633	enema
		1.1139	enemas
		2.9939	enemies
2.83	7.26	3.3936	enemy
2.83	6.9	1.8261	energetic
2.07		0.4771	energetically
2.11			energic
		0.9542	energico
		1.7482	energies
		0.8451	energise
		0.6021	energising
2.46	9.44	1.3222	energize
		1.4624	energized
2.21	8.95	1.1461	energizer
		0.301	energizers
		0.301	energizes
		0.6021	energizing
2.4	15.0	0.301	energumen
3.11	6.52	3.2251	energy
2.25			enervate
		0.301	enervated
1.81			enervation
1.55			enervative
2.55			enface
	14.9	0.4771	enfant
		1.0792	enfants
1.83			enfeeble
		0.301	enfeebled
1.86			enfeeblement
2.31			enfeebler
2.09			enfetter
		1.0	enfield
2.83	15.2	0.301	enfilade
		0.301	enfiladed
2.56		0.301	enfilading
		0.301	enfin
3.17	13.69	0.6021	enflame
		0.6990000000000001	enfleurage
2.39	10.35	1.2041	enfold
		0.4771	enfolded
3.05			enfolder
		0.4771	enfolding
2.0			enfoldment
2.4	9.11	1.9395	enforce
1.86			enforceability
1.86	11.11	0.8451	enforceable
2.22		1.6335	enforced
1.87			enforcedly
2.48	9.83	2.5315	enforcement
3.23	10.5	1.5441	enforcer
		1.0414	enforcers
		0.6021	enforces
		1.2553	enforcing
2.15			enframe
1.79			enfranchise
		0.301	enfranchised
1.95	16.73	0.301	enfranchisement
2.6			enfranchiser
		1.3979	eng
2.07	10.42	2.4983	engage
2.37		3.1232	engaged
2.75	8.89	2.8241	engagement
4.93			engagement ring
		1.716	engagements
3.35			engager
		1.3424	engages
1.72		1.9956	engaging
1.73			engagingly
1.6			engagingness
		0.301	engastrimythic
		0.6990000000000001	engelmann
1.95	16.09	0.9031	engender
		0.301	engendered
1.73			engenderer
		0.6021	engendering
1.62			engenderment
		0.4771	engenders
4.86	6.28	3.2114	engine
3.69			engine failure
4.64	9.89	2.7760000000000002	engineer
		1.9243	engineered
2.69	12.06	2.5237	engineering
		2.3181	engineers
4.08			engineless
4.18		0.4771	engineman
2.14			enginery
		2.7356	engines
2.78			engird
2.39			engirdle
		0.301	engirdled
1.89			engirt
		3.2545	england
		0.9542	englander
		0.6990000000000001	englanders
		1.8062	engle
		3.5773	english
		0.301	englished
		0.301	englishing
		2.0792	englishman
		1.5051	englishmen
		1.0414	englishwoman
		0.4771	englishwomen
2.8			engorge
		1.2041	engorged
2.73	15.0	0.301	engorgement
2.82	14.83		engraft
2.27			engraftment
2.4			engrail
2.67			engrailed
2.1			engrain
2.08		0.301	engrained
2.0		0.6990000000000001	engram
		0.9031	engrams
4.0	10.89	1.2041	engrave
4.22		1.9345	engraved
4.43	10.11	1.0414	engraver
		0.4771	engravers
		0.301	engraves
4.28	10.58	1.3802	engraving
		1.2041	engravings
2.34	11.56	0.301	engross
2.62		0.9031	engrossed
		0.4771	engrosses
2.0		0.8451	engrossing
2.36			engrossingly
2.35			engrossment
2.88	9.94	0.7782	engulf
		1.1761	engulfed
		0.6021	engulfing
2.69			engulfment
		0.7782	engulfs
2.21	9.95	2.1004	enhance
2.21		1.699	enhanced
2.29	11.24	1.3802	enhancement
